order_id,customer_id,order_date,product_name,category,quantity,unit_price,revenue,city,is_returned,return_reason,status
ORD10044,CUST1436,2024-05-22,Cotton Kurta,Fashion,2,699,1398,Delhi,False,,delivered
ORD10045,CUST1312,2024-01-15,Moisturizer,Beauty,1,749,749,Delhi,False,,delivered
ORD10046,CUST1181,2024-05-23,Bedsheet Set,Home & Kitchen,2,1299,2598,Pune,False,,delivered
ORD10047,CUST1005,2024-02-13,Resistance Bands,Sports,1,599,599,Bangalore,False,,delivered
ORD10048,CUST1123,2024-08-17,Hair Oil,Beauty,2,379,758,Bangalore,True,Wrong size,delivered
ORD10049,CUST1124,2024-08-30,Bedsheet Set,Home & Kitchen,1,1299,1299,Kolkata,False,,cancelled
ORD10050,CUST1281,2024-12-25,Bedsheet Set,Home & Kitchen,1,1299,1299,Hyderabad,False,,delivered
ORD10051,CUST1369,2024-03-02,Sunglasses,Fashion,2,1234,2468,Hyderabad,False,,delivered
ORD10052,CUST1098,2024-05-21,Watch,Fashion,2,4999,9998,Mumbai,False,,delivered
ORD10053,CUST1144,2024-05-31,Phone Case,Electronics,1,399,399,Bangalore,False,,delivered
ORD10054,CUST1273,2024-01-24,Sunglasses,Fashion,3,1299,3897,Mumbai,False,,delivered
ORD10055,CUST1064,2024-01-07,Face Serum,Beauty,1,854,854,Delhi,False,,delivered
ORD10056,CUST1094,2024-09-01,USB Hub,Electronics,1,854,854,Mumbai,True,Changed mind,delivered
ORD10057,CUST1322,2024-03-17,Phone Case,Electronics,2,379,758,Pune,False,,delivered
ORD10058,CUST1127,2024-11-06,Webcam,Electronics,1,3499,3499,Mumbai,False,,delivered
ORD10059,CUST1194,2024-06-01,Hair Oil,Beauty,2,379,758,Bangalore,False,,delivered
ORD10060,CUST1317,2024-04-16,Wireless Earbuds,Electronics,1,2499,2499,Kolkata,False,,delivered
ORD10061,CUST1122,2024-03-21,Cotton Kurta,Fashion,1,699,699,Hyderabad,False,,delivered
ORD10062,CUST1149,2024-05-27,Phone Case,Electronics,2,399,798,Pune,False,,delivered
ORD10063,CUST1351,2024-11-16,Sunglasses,Fashion,1,1234,1234,Pune,False,,delivered
ORD10064,CUST1058,2024-11-27,Resistance Bands,Sports,1,599,599,Kolkata,False,,delivered
ORD10065,CUST1030,2024-10-31,Sunglasses,Fashion,2,1299,2598,Delhi,False,,delivered
ORD10066,CUST1063,2024-12-24,Moisturizer,Beauty,1,749,749,Hyderabad,False,,delivered
ORD10067,CUST1224,2024-08-09,Wireless Earbuds,Electronics,2,2499,4998,Hyderabad,False,,delivered
ORD10068,CUST1117,2024-12-10,Yoga Mat,Sports,2,999,1998,Pune,False,,delivered
ORD10069,CUST1089,2024-05-22,Hair Oil,Beauty,1,399,399,Delhi,False,,delivered
ORD10070,CUST1251,2024-06-27,Webcam,Electronics,1,3499,3499,Kolkata,False,,delivered
ORD10071,CUST1082,2024-12-21,Mixer,Home & Kitchen,1,3134,3134,Hyderabad,False,,delivered
ORD10072,CUST1389,2024-08-20,Yoga Mat,Sports,1,999,999,Chennai,False,,delivered
ORD10073,CUST1395,2024-12-02,Face Serum,Beauty,2,899,1798,Hyderabad,False,,delivered
ORD10074,CUST1265,2024-11-16,Mixer,Home & Kitchen,1,3134,3134,Mumbai,True,Not as described,delivered
ORD10075,CUST1474,2024-12-23,Mixer,Home & Kitchen,1,3299,3299,Chennai,True,Wrong size,delivered
ORD10076,CUST1159,2024-10-09,Yoga Mat,Sports,1,999,999,Hyderabad,False,,shipped
ORD10077,CUST1058,2024-11-27,Face Serum,Beauty,2,899,1798,Kolkata,False,,delivered
ORD10078,CUST1260,2024-09-04,Mixer,Home & Kitchen,3,3299,9897,Pune,False,,delivered
ORD10079,CUST1196,2024-02-05,Sneakers,Fashion,1,1999,1999,Hyderabad,False,,delivered
ORD10080,CUST1478,2024-01-02,Protein Shaker,Sports,1,449,449,Bangalore,False,,delivered
ORD10081,CUST1337,2024-08-16,Lipstick Set,Beauty,1,599,599,Delhi,False,,delivered
ORD10082,CUST1278,2024-06-13,Hair Oil,Beauty,2,399,798,Chennai,False,,delivered
ORD10083,CUST1196,2024-01-23,Watch,Fashion,1,4999,4999,Hyderabad,False,,shipped
ORD10084,CUST1195,2024-09-10,Lipstick Set,Beauty,3,599,1797,Delhi,False,,cancelled
ORD10085,CUST1169,2024-02-21,Webcam,Electronics,1,3499,3499,Delhi,False,,delivered
ORD10086,CUST1209,2024-08-28,Cotton Kurta,Fashion,2,699,1398,Pune,False,,delivered
ORD10087,CUST1203,2024-12-11,USB Hub,Electronics,2,899,1798,Chennai,False,,delivered
ORD10088,CUST1367,2024-11-12,Face Serum,Beauty,1,899,899,Bangalore,False,,cancelled
ORD10089,CUST1116,2024-02-20,Webcam,Electronics,2,3499,6998,Bangalore,False,,delivered
ORD10090,CUST1085,2024-01-24,Air Fryer,Home & Kitchen,1,5999,5999,Kolkata,True,Not as described,delivered
ORD10091,CUST1074,2024-10-16,Watch,Fashion,1,4999,4999,Bangalore,False,,delivered
ORD10092,CUST1312,2024-09-11,Lipstick Set,Beauty,3,599,1797,Delhi,False,,delivered
ORD10093,CUST1130,2024-12-07,Moisturizer,Beauty,1,711,711,Hyderabad,False,,shipped
ORD10094,CUST1346,2024-02-07,Resistance Bands,Sports,1,599,599,Kolkata,False,,delivered
ORD10095,CUST1327,2024-08-21,Moisturizer,Beauty,2,749,1498,Mumbai,False,,delivered
ORD10096,CUST1247,2024-07-14,Phone Case,Electronics,1,379,379,Chennai,False,,cancelled
ORD10097,CUST1151,2024-05-20,Webcam,Electronics,1,3499,3499,Delhi,False,,delivered
ORD10098,CUST1498,2024-05-26,Webcam,Electronics,2,3324,6648,Mumbai,False,,shipped
ORD10099,CUST1112,2024-12-13,Sunglasses,Fashion,2,1299,2598,Mumbai,False,,delivered
ORD10100,CUST1070,2024-06-07,Wireless Earbuds,Electronics,2,2499,4998,Chennai,True,Not as described,delivered
ORD10101,CUST1046,2024-07-31,Bedsheet Set,Home & Kitchen,1,1299,1299,Bangalore,False,,delivered
ORD10102,CUST1497,2024-03-25,Bedsheet Set,Home & Kitchen,1,1299,1299,Delhi,False,,delivered
ORD10103,CUST1412,2024-02-28,Bedsheet Set,Home & Kitchen,1,1299,1299,Kolkata,True,Wrong size,shipped
ORD10104,CUST1370,2024-02-16,Moisturizer,Beauty,2,749,1498,Delhi,True,Defective,delivered
ORD10105,CUST1344,2024-11-22,Mixer,Home & Kitchen,3,3299,9897,Delhi,True,Wrong size,delivered
ORD10106,CUST1317,2024-11-08,Protein Shaker,Sports,1,449,449,Kolkata,True,Changed mind,shipped
ORD10107,CUST1154,2024-03-12,Face Serum,Beauty,1,899,899,Mumbai,True,Changed mind,delivered
ORD10108,CUST1120,2024-07-17,Resistance Bands,Sports,1,599,599,Kolkata,False,,delivered
ORD10109,CUST1484,2024-10-27,Skipping Rope,Sports,2,284,568,Bangalore,False,,delivered
ORD10110,CUST1050,2024-05-23,Hair Oil,Beauty,1,399,399,Hyderabad,False,,delivered
ORD10111,CUST1486,2024-02-20,Sunglasses,Fashion,3,1299,3897,Mumbai,False,,shipped
ORD10112,CUST1330,2024-07-22,Air Fryer,Home & Kitchen,1,5999,5999,Hyderabad,False,,cancelled
ORD10113,CUST1421,2024-12-05,Face Serum,Beauty,1,899,899,Chennai,False,,cancelled
ORD10114,CUST1025,2024-03-05,Water Bottle,Home & Kitchen,2,499,998,Bangalore,False,,shipped
ORD10115,CUST1283,2024-04-29,Sneakers,Fashion,1,1999,1999,Pune,False,,shipped
ORD10116,CUST1001,2024-03-07,Water Bottle,Home & Kitchen,1,499,499,Hyderabad,False,,delivered
ORD10117,CUST1443,2024-01-08,Phone Case,Electronics,1,399,399,Kolkata,False,,delivered
ORD10118,CUST1008,2024-01-27,Sunglasses,Fashion,1,1234,1234,Pune,False,,delivered
ORD10119,CUST1032,2024-07-04,Hair Oil,Beauty,1,399,399,Delhi,True,Wrong size,cancelled
ORD10120,CUST1022,2024-08-22,Protein Shaker,Sports,1,449,449,Chennai,True,Changed mind,shipped
ORD10121,CUST1218,2024-12-30,Webcam,Electronics,3,3499,10497,Kolkata,True,Defective,delivered
ORD10122,CUST1075,2024-05-20,Phone Case,Electronics,1,399,399,Pune,False,,delivered
ORD10123,CUST1195,2024-08-20,Protein Shaker,Sports,1,449,449,Delhi,False,,delivered
ORD10124,CUST1058,2024-08-08,Resistance Bands,Sports,1,599,599,Kolkata,False,,delivered
ORD10125,CUST1232,2024-02-18,Hair Oil,Beauty,1,379,379,Bangalore,False,,delivered
ORD10126,CUST1488,2024-02-04,Watch,Fashion,1,4749,4749,Bangalore,True,Changed mind,delivered
ORD10127,CUST1378,2024-10-11,Water Bottle,Home & Kitchen,1,499,499,Pune,False,,delivered
ORD10128,CUST1343,2024-06-30,Webcam,Electronics,2,3324,6648,Hyderabad,False,,delivered
ORD10129,CUST1468,2024-11-03,USB Hub,Electronics,1,854,854,Kolkata,True,Wrong size,delivered
ORD10130,CUST1246,2024-06-28,Cotton Kurta,Fashion,2,699,1398,Delhi,False,,delivered
ORD10131,CUST1293,2024-10-14,Watch,Fashion,3,4999,14997,Mumbai,False,,delivered
ORD10132,CUST1329,2024-11-07,Yoga Mat,Sports,3,999,2997,Kolkata,False,,delivered
ORD10133,CUST1092,2024-06-22,Bedsheet Set,Home & Kitchen,1,1234,1234,Mumbai,False,,delivered
ORD10134,CUST1336,2024-03-13,Face Serum,Beauty,2,899,1798,Bangalore,False,,delivered
ORD10135,CUST1271,2024-08-02,Watch,Fashion,1,4999,4999,Bangalore,False,,delivered
ORD10136,CUST1166,2024-01-27,Yoga Mat,Sports,1,949,949,Bangalore,False,,delivered
ORD10137,CUST1041,2024-12-04,Mixer,Home & Kitchen,1,3299,3299,Pune,False,,delivered
ORD10138,CUST1110,2024-06-25,Yoga Mat,Sports,1,999,999,Delhi,False,,delivered
ORD10139,CUST1249,2024-01-24,Protein Shaker,Sports,1,449,449,Mumbai,False,,delivered
ORD10140,CUST1104,2024-03-11,Water Bottle,Home & Kitchen,2,499,998,Pune,False,,delivered
ORD10141,CUST1254,2024-03-07,Lipstick Set,Beauty,1,599,599,Bangalore,False,,delivered
ORD10142,CUST1426,2024-07-22,Air Fryer,Home & Kitchen,2,5999,11998,Chennai,True,Defective,delivered
ORD10143,CUST1039,2024-10-20,Mixer,Home & Kitchen,1,3134,3134,Kolkata,False,,delivered
ORD10144,CUST1207,2024-03-28,USB Hub,Electronics,2,899,1798,Mumbai,False,,shipped
ORD10145,CUST1470,2024-08-11,Air Fryer,Home & Kitchen,2,5699,11398,Chennai,False,,delivered
ORD10146,CUST1268,2024-06-07,Webcam,Electronics,2,3499,6998,Delhi,False,,delivered
ORD10147,CUST1039,2024-09-28,Yoga Mat,Sports,1,949,949,Kolkata,False,,delivered
ORD10148,CUST1372,2024-02-22,Sneakers,Fashion,1,1999,1999,Kolkata,False,,delivered
ORD10149,CUST1389,2024-11-17,Phone Case,Electronics,1,379,379,Chennai,False,,delivered
ORD10150,CUST1229,2024-11-17,Protein Shaker,Sports,1,426,426,Mumbai,False,,delivered
ORD10151,CUST1323,2024-10-29,Bedsheet Set,Home & Kitchen,1,1299,1299,Hyderabad,False,,delivered
ORD10152,CUST1231,2024-07-07,Wireless Earbuds,Electronics,2,2374,4748,Hyderabad,True,Defective,delivered
ORD10153,CUST1259,2024-10-24,Hair Oil,Beauty,1,399,399,Bangalore,False,,shipped
ORD10154,CUST1230,2024-06-13,Resistance Bands,Sports,1,599,599,Bangalore,False,,cancelled
ORD10155,CUST1230,2024-02-13,USB Hub,Electronics,1,899,899,Bangalore,False,,delivered
ORD10156,CUST1224,2024-07-05,Lipstick Set,Beauty,1,599,599,Hyderabad,False,,delivered
ORD10157,CUST1173,2024-11-19,Yoga Mat,Sports,1,999,999,Delhi,True,Defective,delivered
ORD10158,CUST1197,2024-12-02,Bedsheet Set,Home & Kitchen,3,1299,3897,Pune,False,,delivered
ORD10159,CUST1041,2024-06-28,Resistance Bands,Sports,1,599,599,Pune,False,,delivered
ORD10160,CUST1066,2024-06-07,Yoga Mat,Sports,1,999,999,Chennai,False,,delivered
ORD10161,CUST1065,2024-11-26,Yoga Mat,Sports,1,999,999,Hyderabad,False,,delivered
ORD10162,CUST1158,2024-06-23,Sneakers,Fashion,3,1899,5697,Delhi,False,,delivered
ORD10163,CUST1070,2024-05-31,Cotton Kurta,Fashion,2,699,1398,Chennai,True,Defective,delivered
ORD10164,CUST1448,2024-11-01,Resistance Bands,Sports,1,599,599,Chennai,False,,shipped
ORD10165,CUST1394,2024-08-12,Resistance Bands,Sports,1,599,599,Mumbai,False,,delivered
ORD10166,CUST1496,2024-08-17,Moisturizer,Beauty,1,711,711,Chennai,False,,cancelled
ORD10167,CUST1401,2024-07-07,Lipstick Set,Beauty,1,569,569,Chennai,False,,delivered
ORD10168,CUST1393,2024-09-14,Mixer,Home & Kitchen,1,3134,3134,Pune,False,,shipped
ORD10169,CUST1410,2024-05-08,Resistance Bands,Sports,1,599,599,Hyderabad,False,,delivered
ORD10170,CUST1478,2024-05-25,Wireless Earbuds,Electronics,1,2374,2374,Bangalore,False,,delivered
ORD10171,CUST1262,2024-02-16,Watch,Fashion,3,4999,14997,Delhi,False,,delivered
ORD10172,CUST1178,2024-01-28,Webcam,Electronics,1,3324,3324,Chennai,False,,delivered
ORD10173,CUST1041,2024-01-15,Water Bottle,Home & Kitchen,1,499,499,Pune,True,Not as described,delivered
ORD10174,CUST1070,2024-08-29,USB Hub,Electronics,1,899,899,Chennai,False,,delivered
ORD10175,CUST1229,2024-02-10,Yoga Mat,Sports,1,949,949,Mumbai,False,,delivered
ORD10176,CUST1481,2024-02-26,Skipping Rope,Sports,2,299,598,Hyderabad,False,,delivered
ORD10177,CUST1122,2024-02-02,Hair Oil,Beauty,1,399,399,Hyderabad,False,,delivered
ORD10178,CUST1008,2024-03-14,Resistance Bands,Sports,1,599,599,Pune,True,Not as described,delivered
ORD10179,CUST1213,2024-09-25,Cotton Kurta,Fashion,3,699,2097,Bangalore,True,Defective,delivered
ORD10180,CUST1240,2024-07-10,Webcam,Electronics,1,3499,3499,Kolkata,True,Defective,delivered
ORD10181,CUST1375,2024-03-09,USB Hub,Electronics,1,854,854,Mumbai,False,,shipped
ORD10182,CUST1089,2024-11-19,Hair Oil,Beauty,1,399,399,Delhi,False,,delivered
ORD10183,CUST1483,2024-05-30,Face Serum,Beauty,1,899,899,Chennai,False,,shipped
ORD10184,CUST1161,2024-10-05,Mixer,Home & Kitchen,1,3134,3134,Hyderabad,True,Wrong size,delivered
ORD10185,CUST1441,2024-05-19,USB Hub,Electronics,1,854,854,Delhi,False,,shipped
ORD10186,CUST1380,2024-06-22,Hair Oil,Beauty,3,379,1137,Chennai,False,,delivered
ORD10187,CUST1473,2024-02-12,Protein Shaker,Sports,2,449,898,Kolkata,True,Wrong size,delivered
ORD10188,CUST1164,2024-06-16,Wireless Earbuds,Electronics,1,2374,2374,Bangalore,False,,delivered
ORD10189,CUST1218,2024-06-28,Watch,Fashion,1,4999,4999,Kolkata,False,,shipped
ORD10190,CUST1314,2024-11-23,Moisturizer,Beauty,3,711,2133,Delhi,False,,delivered
ORD10191,CUST1326,2024-09-19,Moisturizer,Beauty,2,749,1498,Pune,False,,cancelled
ORD10192,CUST1073,2024-01-18,Skipping Rope,Sports,1,299,299,Chennai,False,,delivered
ORD10193,CUST1185,2024-11-05,Face Serum,Beauty,1,899,899,Chennai,False,,delivered
ORD10194,CUST1227,2024-09-28,Phone Case,Electronics,1,379,379,Kolkata,False,,delivered
ORD10195,CUST1491,2024-04-05,Wireless Earbuds,Electronics,1,2499,2499,Bangalore,False,,delivered
ORD10196,CUST1134,2024-04-19,Mixer,Home & Kitchen,3,3299,9897,Mumbai,False,,shipped
ORD10197,CUST1251,2024-03-10,Cotton Kurta,Fashion,2,664,1328,Kolkata,False,,shipped
ORD10198,CUST1227,2024-12-07,USB Hub,Electronics,1,854,854,Kolkata,True,Not as described,shipped
ORD10199,CUST1435,2024-07-04,Sneakers,Fashion,1,1999,1999,Mumbai,False,,delivered
ORD10200,CUST1071,2024-01-14,Watch,Fashion,1,4749,4749,Kolkata,False,,delivered
ORD10201,CUST1282,2024-02-03,Cotton Kurta,Fashion,1,664,664,Pune,False,,delivered
ORD10202,CUST1269,2024-10-21,Hair Oil,Beauty,1,399,399,Hyderabad,False,,delivered
ORD10203,CUST1230,2024-03-06,Moisturizer,Beauty,2,749,1498,Bangalore,False,,delivered
ORD10204,CUST1093,2024-09-14,Watch,Fashion,3,4749,14247,Bangalore,True,Defective,delivered
ORD10205,CUST1155,2024-06-14,Sneakers,Fashion,3,1999,5997,Bangalore,False,,cancelled
ORD10206,CUST1265,2024-05-08,Air Fryer,Home & Kitchen,1,5999,5999,Mumbai,False,,delivered
ORD10207,CUST1320,2024-09-14,Air Fryer,Home & Kitchen,1,5699,5699,Pune,False,,delivered
ORD10208,CUST1087,2024-10-15,Protein Shaker,Sports,1,449,449,Delhi,False,,delivered
ORD10209,CUST1485,2024-11-29,Protein Shaker,Sports,1,449,449,Mumbai,False,,delivered
ORD10210,CUST1015,2024-11-24,Moisturizer,Beauty,3,711,2133,Delhi,False,,shipped
ORD10211,CUST1350,2024-08-20,Moisturizer,Beauty,1,749,749,Hyderabad,True,Changed mind,delivered
ORD10212,CUST1237,2024-11-06,Sunglasses,Fashion,1,1299,1299,Delhi,False,,delivered
ORD10213,CUST1440,2024-03-07,Mixer,Home & Kitchen,2,3299,6598,Mumbai,False,,delivered
ORD10214,CUST1123,2024-05-16,Face Serum,Beauty,1,899,899,Bangalore,False,,delivered
ORD10215,CUST1484,2024-05-07,Hair Oil,Beauty,3,399,1197,Bangalore,False,,shipped
ORD10216,CUST1478,2024-04-07,Protein Shaker,Sports,2,426,852,Bangalore,False,,delivered
ORD10217,CUST1255,2024-01-12,Mixer,Home & Kitchen,1,3299,3299,Chennai,False,,delivered
ORD10218,CUST1123,2024-01-25,Sunglasses,Fashion,1,1299,1299,Bangalore,False,,shipped
ORD10219,CUST1334,2024-10-01,Moisturizer,Beauty,1,749,749,Chennai,True,Wrong size,shipped
ORD10220,CUST1372,2024-07-06,Mixer,Home & Kitchen,1,3134,3134,Kolkata,True,Wrong size,delivered
ORD10221,CUST1147,2024-09-15,Webcam,Electronics,1,3324,3324,Chennai,False,,shipped
ORD10222,CUST1319,2024-03-06,Yoga Mat,Sports,3,999,2997,Hyderabad,False,,delivered
ORD10223,CUST1173,2024-03-14,Protein Shaker,Sports,1,449,449,Delhi,False,,delivered
ORD10224,CUST1023,2024-06-19,Phone Case,Electronics,2,399,798,Hyderabad,False,,delivered
ORD10225,CUST1457,2024-06-16,Resistance Bands,Sports,3,569,1707,Hyderabad,False,,delivered
ORD10226,CUST1315,2024-09-16,Bedsheet Set,Home & Kitchen,2,1299,2598,Delhi,False,,delivered
ORD10227,CUST1153,2024-07-07,Face Serum,Beauty,1,854,854,Delhi,True,Changed mind,delivered
ORD10228,CUST1407,2024-05-15,Webcam,Electronics,3,3499,10497,Bangalore,False,,delivered
ORD10229,CUST1295,2024-10-25,Cotton Kurta,Fashion,1,699,699,Delhi,False,,delivered
ORD10230,CUST1396,2024-12-14,Lipstick Set,Beauty,1,569,569,Hyderabad,False,,delivered
ORD10231,CUST1097,2024-06-09,Webcam,Electronics,1,3324,3324,Pune,False,,delivered
ORD10232,CUST1256,2024-02-01,Skipping Rope,Sports,2,299,598,Kolkata,False,,delivered
ORD10233,CUST1339,2024-06-09,Hair Oil,Beauty,3,379,1137,Mumbai,False,,delivered
ORD10234,CUST1279,2024-11-08,Bedsheet Set,Home & Kitchen,1,1299,1299,Bangalore,False,,delivered
ORD10235,CUST1152,2024-05-27,Sunglasses,Fashion,2,1299,2598,Chennai,False,,delivered
ORD10236,CUST1245,2024-05-27,Bedsheet Set,Home & Kitchen,1,1299,1299,Pune,False,,delivered
ORD10237,CUST1202,2024-05-28,Water Bottle,Home & Kitchen,1,499,499,Bangalore,False,,delivered
ORD10238,CUST1473,2024-09-02,Moisturizer,Beauty,1,749,749,Kolkata,False,,delivered
ORD10239,CUST1287,2024-02-25,Water Bottle,Home & Kitchen,1,474,474,Hyderabad,False,,delivered
ORD10240,CUST1342,2024-11-22,Resistance Bands,Sports,1,599,599,Kolkata,True,Not as described,delivered
ORD10241,CUST1051,2024-10-08,Cotton Kurta,Fashion,3,699,2097,Delhi,False,,delivered
ORD10242,CUST1450,2024-11-29,Hair Oil,Beauty,1,399,399,Hyderabad,False,,delivered
ORD10243,CUST1330,2024-11-29,Wireless Earbuds,Electronics,1,2499,2499,Hyderabad,False,,delivered
ORD10244,CUST1479,2024-08-01,Phone Case,Electronics,2,399,798,Mumbai,False,,shipped
ORD10245,CUST1428,2024-04-05,Hair Oil,Beauty,3,399,1197,Mumbai,False,,cancelled
ORD10246,CUST1448,2024-06-01,Wireless Earbuds,Electronics,1,2374,2374,Chennai,True,Not as described,delivered
ORD10247,CUST1328,2024-03-09,Skipping Rope,Sports,2,284,568,Kolkata,False,,delivered
ORD10248,CUST1057,2024-08-22,Water Bottle,Home & Kitchen,1,499,499,Mumbai,False,,delivered
ORD10249,CUST1172,2024-03-30,Water Bottle,Home & Kitchen,1,474,474,Delhi,False,,delivered
ORD10250,CUST1218,2024-02-14,Protein Shaker,Sports,1,449,449,Kolkata,True,Wrong size,delivered
ORD10251,CUST1479,2024-05-13,Cotton Kurta,Fashion,1,699,699,Mumbai,False,,delivered
ORD10252,CUST1168,2024-05-13,Air Fryer,Home & Kitchen,1,5999,5999,Pune,False,,delivered
ORD10253,CUST1060,2024-03-22,Moisturizer,Beauty,1,749,749,Pune,False,,shipped
ORD10254,CUST1360,2024-11-23,Air Fryer,Home & Kitchen,3,5699,17097,Delhi,False,,delivered
ORD10255,CUST1112,2024-03-19,Watch,Fashion,1,4999,4999,Mumbai,False,,delivered
ORD10256,CUST1359,2024-10-02,Skipping Rope,Sports,2,299,598,Bangalore,False,,delivered
ORD10257,CUST1348,2024-09-26,Yoga Mat,Sports,1,999,999,Chennai,False,,delivered
ORD10258,CUST1288,2024-10-07,Wireless Earbuds,Electronics,3,2499,7497,Kolkata,False,,delivered
ORD10259,CUST1084,2024-02-29,Mixer,Home & Kitchen,1,3299,3299,Bangalore,False,,delivered
ORD10260,CUST1460,2024-01-29,Skipping Rope,Sports,1,299,299,Mumbai,False,,delivered
ORD10261,CUST1029,2024-12-10,Skipping Rope,Sports,2,299,598,Chennai,False,,delivered
ORD10262,CUST1418,2024-10-23,Phone Case,Electronics,1,399,399,Chennai,False,,delivered
ORD10263,CUST1277,2024-08-29,Wireless Earbuds,Electronics,1,2499,2499,Bangalore,False,,delivered
ORD10264,CUST1392,2024-07-14,Moisturizer,Beauty,1,711,711,Hyderabad,False,,delivered
ORD10265,CUST1041,2024-11-30,Resistance Bands,Sports,2,569,1138,Pune,True,Changed mind,delivered
ORD10266,CUST1372,2024-01-12,Cotton Kurta,Fashion,3,699,2097,Kolkata,False,,delivered
ORD10267,CUST1217,2024-04-27,Skipping Rope,Sports,1,284,284,Chennai,False,,delivered
